"Detector","Year","Doctype","Publisher","Venue","Title","Citations","Altmetric","Tips","Tortured Phrases","Assessor","PubPeer Users"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Detection of attacks in IoT sensors networks using machine learning algorithm","7","0","6","pernicious hub","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Visualization system of characteristic town building protection based on FPGA and GIS system","0","0","6","brilliant AND keen AND savvy AND shrewd • keen city • shrewd city","Invitation for human assessors","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Industrial structure technology upgrade based on 5G network service and IoT intelligent manufacturing","8","0","6","brilliant AND keen AND savvy AND shrewd • colossal information • enlarged reality • increased reality AND 3D","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Development of Art Industry Park Based on FPGA and Wireless Sensor","1","0","6","bosom malignancy • sign to commotion","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Electrochemical performance detection of lithium –sulfur battery based on practical image and Heritage Algorithm","4","0","5","Parkinson's sickness • synthetic response AND (be that as it OR on the off chance) • vitality efficiency","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Research on the development and resource development of sports industry in coastal cities based on 5G network processor and IoT system","0","0","5","colossal information","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Evaluation of physical education teaching based on web embedded system and virtual reality","7","0","5","hereditary calculation","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Application and development prospects of 5 G communication technology in aerobics sports","0","1","5","fake neural • help vector machine • yield layer AND neural","Cabanac","Elisabeth M Bik"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Remote music teaching classroom based on embedded system and cloud platform","0","0","5","profound neural organization","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Artificial intelligence medical system and dexmedetomidine for postoperative analgesia in orthopedic surgery patients","0","0","5","human-made brainpower • twofold visually impaired","Cabanac","Guillaume Cabanac"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Design of hospital IoT smart system and nucleoside drugs for treatment of hepatitis and liver cirrhosis","1","0","5","keen gadget • medication conveyance • shrewd gadget","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Intelligent hospital and traditional Chinese medicine treatment of cerebrovascular dementia based on embedded system","1","0","5","Alzheimer's sickness • man-made consciousness","Invitation for human assessors","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Public welfare organization management system based on FPGA and deep learning","12","0","4","back proliferation AND neural • fake neural","Invitation for human assessors","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Internet of things medical image detection and magnetic resonance tube wall imaging to observe characteristics of elderly thoracic aortic atherosclerotic plaque","0","0","4","calculated relapse • processed tomography (CT)","Invitation for human assessors","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Research on Indoor Environment Design Based on VR Technology and Wireless Sensor Network","1","0","4","enlarged reality • increased reality AND 3D","Invitation for human assessors","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Research on vehicle license plate recognition technology based on deep convolutional neural networks","3","0","4","backing vector machine • discourse acknowledgement OR discourse acknowledgment","Magazinov","Alexander Magazinov"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Cloud computing database and remote system for real-time image acquisition application in english classroom teaching","0","0","4","cloud climate AND wireless • light-touchy","Invitation for human assessors","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Research on the spread effect of data recording sports app on outdoor running group","2","0","4","arbitrary woods","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Design of english translation platform based on embedded system software simulation","1","0","4","discourse acknowledgement OR discourse acknowledgment • facial acknowledgement OR facial acknowledgment","Magazinov","Alexander Magazinov"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Analysis of cross-border E-Commerce logistics model based on embedded system and genetic algorithm","1","0","4","flexibly chain • hereditary calculation","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Simulation of football based on PID controller and BP neural network","1","0","4","human-made brainpower • profound neural organization","Cabanac-Labbé-Magazinov","Alexander Magazinov"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Optimized allocation of FPGA memory for image processing","0","0","4","field programmable entryway exhibit • profound neural organization","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Identification of microbial pollution sources in high-humidity buildings based on deep learning and image particle recognition","0","0","4","fake neural • man-made consciousness","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Classification algorithm based on semantic judgment and its application in image classification","1","0","4","k-implies bunching • squared mistake","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","3D landscape art design and network space reconstruction based on complex embedded system","1","0","3","human-made consciousness","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Research and analysis of news transmission path based on microprocessor and image capture","0","0","3","programmable rationale gadgets","Cabanac","Parabagrotis Sulinaris"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Visual management of sports training based on embedded wearable devices and machine vision","2","0","3","man-made brainpower","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Hospital microprocessor system and treatment effect of patients with respiratory tract infection in neurology department","0","0","3","fluffy set","Cabanac","Rhipidura Albiventris"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Embedded web medical system and rehabilitation nursing of ischemic stroke","0","0","3","sign to clamor","Cabanac","–"
"journal-cases, suspect, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Research on English translation long text filtering based on LSTM semantic relevance","1","0","3","profound neural organization","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Development of financial option pricing system based on fpga and machine learning","0","0","9","arbitrary woods • calculated relapse • counterfeit neural • irregular backwoods • irregular timberland • irregular woodland • uphold vector machine • yield layer AND neural","Cabanac","N. H. Wise, Calostoma Junghuhnii"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Design of enterprise financial early warning model based on complex embedded system","2","0","5","fake neural • locale of intrigue • monetary misfortunes • work process motor","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Simulation of heat transfer process of thermal protective clothing based on FPGA and sensor processing system","1","0","5","home solace • warm solace • warmth move • warmth source","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Simulation of microbial enhanced recycled aggregate preparation system based on artificial intelligence and embedded processor","0","0","5","counterfeit neural • fake neural • man-made brainpower • steering convention","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Simulation of Economic Benefits of Technological Innovation Based on FPGA and Machine Learning","1","0","5","backing vector machine • help vector machine • hereditary calculation • human-made consciousness","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Urban ecological forestry analysis based on FPGA and dynamic image sampling","0","0","4","concealed layer • head part examination • irregular timberland","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Research on nano-CT medical image processing based on embedded system","0","0","4","figured tomography • processed tomography (CT) • registered tomography","Cabanac","Guillaume Cabanac"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Home intelligent sports action automation system based on bluetooth","9","0","3","keen gadget • shrewd home","Invitation for human assessors","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Simulation of English translation text filtering based on machine learning and embedded system","1","0","3","arbitrary backwoods • discourse acknowledgement OR discourse acknowledgment","Magazinov","Alexander Magazinov"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Corpus English word detection and image recognition algorithm based on improved convolutional neural network","1","0","3","computerized reasoning • yield layer AND neural","Invitation for human assessors","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Embedded web system and expression of vascular endothelial growth factor in children with acute leukemia","0","0","3","back spread AND neural • intense lymphocytic leukemia","Invitation for human assessors","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Development of Island tourism resources based on distributed database and embedded system","0","0","3","back likelihood • credulous Bayes","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Valsartan treatment of congestive heart failure based on FPGA and dynamic image sampling","0","0","3","help vector machine • hereditary calculation","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Design and development of mobile internet control system for embedded fitness training cycling device","0","0","3","man-made consciousness • worldwide situating framework","Invitation for human assessors","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Auxiliary research on difficult aerobics exercise training based on fpga and movement recognition technology","1","0","3","computerized reasoning • human-made consciousness","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Application of 3Ds Max and virtual reality technology in 3D submarine scene modeling","0","0","3","shrouded layer • yield layer AND neural","Invitation for human assessors","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Sports image detection based on particle swarm optimization algorithm","13","0","2","help vector machine","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Computer-aided hospital wireless system and gynecological malignant tumor nursing intervention","0","0","2","sign to commotion","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Construction of youth public sports service system based on embedded system and wireless IoT","2","0","2","shrewd gadget","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Research on Fintech development issues based on embedded cloud computing and big data analysis","4","0","2","colossal information","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Target detection algorithm for basketball moving images based on improved gaussian mixture model","2","0","2","likelihood thickness","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Structure optimization of big data financial industry based on 5g network processor and embedded system","1","0","2","human-made consciousness","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Material database management system based on heterogeneous multi-processor and computer embedded system","2","0","2","hereditary calculation","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Embedded IoT system and functional recovery of sports spinal cord injury","0","1","2","innocent Bayes","Cabanac","Guillaume Cabanac"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Research on the intelligent model of progress in physical education training based on motion sensor","4","0","2","assist vector machine","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Civil engineering stability inspection based on computer vision and sensors","1","0","2","counterfeit neural","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Construction of Chinese synonymous nouns discrimination and query system based on the semantic relation of embedded system and LSTM","0","0","2","maintain vector machine","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Development of tourism resources based on fpga microprocessor and convolutional neural network","4","0","2","fluffy set","Cabanac","Rhipidura Albiventris"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Optimization of hospital computer network and helicobacter pylori ulcer nursing analysis","0","0","2","populace thickness","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Embedded medical platform hardware design and application of antibacterial drugs for respiratory infections","0","0","2","respiratory plot","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","FPGA processor and visual keyword matching to optimize feature recognition of tourism resources","0","0","2","designs preparing unit","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Enterprise economic performance evaluation based on 5 G network and embedded processing system","2","0","2","goof rate","Cabanac","Elisabeth M Bik"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Blue Economy Symbiosis Mechanism Based on 5G Network and Internet of Things","0","0","2","man-made brainpower","Cabanac","François-Xavier Coudert, Guillaume Cabanac"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Industrial Supply Chain Optimization Based on 5G Network and Markov Model","0","0","2","warmth exchange","Cabanac","–"
"journal-cases, tortured","2021","article","Elsevier","Microprocessors and Microsystems","Wireless processor application in home music teaching based on machine learning","4","0","2","vitality utilization","Cabanac","–"
"mathgen, scigen","2018","preprint","Elsevier","SSRN Electronic Journal","Influence of Highly-Available Algorithms on Power-Aware Steganography","0","0","590","–","Cabanac & Labbé (JASIST)","SeekAndBlastn Operators"
"mathgen, scigen","2020","chapter","IGI Global","Deep Learning and Neural Networks","A Deep Learning Solution for Multimedia Conference System Assisted by Cloud Computing","0","0","13","–","Labbé","SeekAndBlastn Operators"
"problematic-cell-lines","2020","article","Springer Nature","Nature Communications","SARS-CoV-2 exposure, symptoms and seroprevalence in healthcare workers in Sweden","174","96","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Structural and functional conservation of the programmed -1 ribosomal frameshift signal of SARS-CoV-2","23","21","1","–","Seek&Blastn Operators","SeekAndBlastn Operators, Jonathan D. Dinman"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","medRxiv","SARS-CoV-2 serological tests can generate false positive results for samples from patients with chronic inflammatory diseases","2","66","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Landscape analysis of escape variants identifies SARS-CoV-2 spike mutations that attenuate monoclonal and serum antibody neutralization","69","170","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Potent SARS-CoV-2 neutralizing antibodies selected from a human antibody library constructed decades ago","8","8","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","medRxiv","SARSeq, a robust and highly multiplexed NGS assay for parallel detection of SARS-CoV2 and other respiratory infections","8","107","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Structural basis of ribosomal frameshifting during translation of the SARS-CoV-2 RNA genome","12","77","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","JIB-04 has broad-spectrum antiviral activity and inhibits SARS-CoV-2 replication and coronavirus pathogenesis","9","11","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","medRxiv","Antibodies to SARS-CoV-2 and risk of future sickness","4","2","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","SARS-CoV-2 nucleocapsid protein forms condensates with viral genomic RNA","22","28","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Complete mapping of mutations to the SARS-CoV-2 spike receptor-binding domain that escape antibody recognition","45","238","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","medRxiv","In severe COVID-19, SARS-CoV-2 induces a chronic, TGF-ß-dominated adaptive immune response","9","46","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","The inhaled steroid ciclesonide blocks SARS-CoV-2 RNA replication by targeting viral replication-transcription complex in culture cells","2","41","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Iota-carrageenan and Xylitol inhibit SARS-CoV-2 in cell culture","23","410","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Susceptibility of swine cells and domestic pigs to SARS-CoV-2","4","20","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","A SARS-CoV-2 neutralizing antibody protects from lung pathology in a COVID-19 hamster model","23","18","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","medRxiv","Decontamination of SARS-CoV-2 and other RNA viruses from N95 level meltblown polypropylene fabric using heat under different humidities","1","50","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","medRxiv","Production of Trimeric SARS-CoV-2 Spike Protein by CHO Cells for Serological COVID-19 Testing","3","2","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Comparative analyses of SARS-CoV-2 binding (IgG, IgM, IgA) and neutralizing antibodies from human serum samples","7","23","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Elucidation of the antiviral mechanism of cystine and theanine through transcriptome analysis of mice and comparison with COVID-19 gene set data","0","10","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","medRxiv","SARS-CoV-2 exposure, symptoms and seroprevalence in health care workers","22","8","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Cryo-EM structure of the SARS-CoV-2 3a ion channel in lipid nanodiscs","85","155","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","Characterization of the SARS-CoV-2 S Protein: Biophysical, Biochemical, Structural, and Antigenic Analysis","20","39","1","–","Seek&Blastn Operators","SeekAndBlastn Operators"
"problematic-cell-lines","2020","preprint","Cold Spring Harbor Laboratory","bioRxiv","An artificial intelligence system reveals liquiritin inhibits SARS-CoV-2 by mimicking type I interferon","16","34","1","–","Seek&Blastn Operators","SeekAndBlastn Operators, Parabagrotis Sulinaris"
"sbir","2010","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2010 International Conference on e-Education, e-Business, e-Management and e-Learning","Notice of Retraction: Research on the Current Situation of University Students Sports Activity after School in China","0","0","229","–","Cabanac","SeekAndBlastn Operators"
"sbir","2010","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2010 International Conference on e-Education, e-Business, e-Management and e-Learning","Notice of Retraction: Study on E-learning Education Model Based on Web Intelligence","0","0","229","–","Cabanac","SeekAndBlastn Operators"
"sbir","2010","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2010 International Conference on e-Education, e-Business, e-Management and e-Learning","Notice of Retraction: The Development and Applied Research of E-learning Resources","0","0","71","–","Cabanac","SeekAndBlastn Operators"
"sbir","2010","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2010 International Conference on e-Education, e-Business, e-Management and e-Learning","Notice of Retraction: Research of the Application and Type of Fast Break Technique in Football","0","0","1","–","Cabanac","–"
"suspect, tortured","2021","chapter","Wiley","Green Internet of Things and Machine Learning","Machine Learning–Enabled Techniques for Reducing Energy Consumption of IoT Devices","0","0","42","brilliant metering • brilliant AND keen AND savvy AND shrewd • counterfeit neural • field programmable entryway exhibit • irregular woodland • keen city • keen gadget • keen home • man-made brainpower • savvy metering • shrewd city • shrewd home • shrewd metering • sun oriented force • uphold vector...","Cabanac","Guillaume Cabanac"
"suspect, tortured","2016","article","Springer Nature","SpringerPlus","FPGA implemented testbed in 8-by-8 and 2-by-2 OFDM–MIMO channel estimation and design of baseband transceiver","0","0","38","advanced endorser line • application particular incorporated circuits • caliber of administration • complex-esteemed Gaussian • configurable rationale squares • discrete Fourier change • field programmable entryway exhibit • fourth era (4G) • likelihood thickness • lopsided computerized supporter li...","Cabanac","N. H. Wise, S. Ramesh, Atheropla Decaspila, Actinopolyspora Biskrensis"
"suspect, tortured","2021","chapter","Taylor & Francis","Handbook of Research for Big Data","Role of Machine Learning in Big Data Peregrination","0","0","37","back proliferation AND neural • bolster vector machine • brilliant AND keen AND savvy AND shrewd • concealed layer • convolutional neural system • creating nations • dimensionality decrease • discourse acknowledgement OR discourse acknowledgment • guileless Bayes • gullible Bayes • head part examina...","Cabanac","Guillaume Cabanac, N. H. Wise"
"suspect, tortured","2017","article","World Scientific Publishing","International Journal of Wavelets Multiresolution and Information Processing","Applications of wavelet transform on power engineering problems — A brief review","0","0","37","back engendering AND neural • back proliferation AND neural • back spread AND neural • bolster vector machine • concealed layer • cross breed model • discrete Fourier change • fake neural • fast Fourier change • fluffy deduction • fluffy rationale • hereditary calculation • manufactured neural • mol...","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Wiley","Machine Learning Approaches for Convergence of IoT and Blockchain","Innovative Ideas to Build Smart Cities with the Help of Machine and Deep Learning and IoT","0","0","33","brilliant AND keen AND savvy AND shrewd • computerized reasoning • counterfeit neural • discourse acknowledgement OR discourse acknowledgment • hereditary programming • keen city • man-made brainpower • man-made consciousness • shrewd city • shrewd lighting • vitality effective • vitality utilizatio...","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Wiley","Design and Development of Efficient Energy Systems","Low-Power IOT-Enabled Energy Systems","1","0","32","brilliant AND keen AND savvy AND shrewd • keen home • keen household • savvy metering • shrewd home • sun oriented force • vitality effective • vitality productivity • vitality utilization","Cabanac","N. H. Wise"
"suspect, tortured","2020","article","Institute of Electrical and Electronics Engineers (IEEE)","IEEE Access","AI Techniques for COVID-19","60","9","31","Alzheimer's sickness • Parkinson's sickness • bolster vector machine • collector working trademark • concealed layer • convolutional neural system • extreme intense respiratory • figuring asset • genuine negative (TN) • locale of intrigue • lung knob • man-made brainpower • nucleic corrosive • popul...","Cabanac","N. H. Wise, Salsola Zygophylla, Enteroctopus Dofleini"
"suspect, tortured","2022","article","Wiley","Computational Intelligence","A remote diagnosis of Parkinson's ailment using artificial intelligence based BPNN framework and cloud based storage architecture for securing data in cloud environment for the application of telecommunication technologies","0","0","30","Parkinson's ailment • Parkinson's infection • Parkinson's malady • Parkinson's sickness • back engendering AND neural • back proliferation AND neural • back spread AND neural • brilliant AND keen AND savvy AND shrewd • concealed layer • creating nations • discourse acknowledgement OR discourse ackno...","Cabanac","Guillaume Cabanac"
"suspect, tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 7th International Conference on Smart Structures and Systems (ICSSS)","2020 7th International Conference on Smart Structures and Systems (ICSSS) - Full Conference Proceedings","0","0","30","back spread AND neural • brilliant AND keen AND savvy AND shrewd • convolutional neural system • directing convention • discourse acknowledgement OR discourse acknowledgment • enactment vitality • facial acknowledgement OR facial acknowledgment • fourth era (4G) • hereditary calculation • initiation...","Cabanac","Guillaume Cabanac"
"suspect, tortured","2020","chapter","Springer Nature","Internet of Things Use Cases for the Healthcare Industry","AI and IoT in Healthcare","3","0","29","Alzheimer's ailment • Alzheimer's infection • Alzheimer's sickness • Parkinson's ailment • Parkinson's sickness • attractive reverberation • brilliant AND keen AND savvy AND shrewd • calculated relapse • creating nations • help vector machine • hereditary programming • information distribution cente...","Cabanac","N. H. Wise"
"suspect, tortured","2021","article","IOP Publishing","Journal of Physics Conference Series","Machine Learning Based Classification Models for Heart Disease Prediction","0","0","28","Parkinson's infection • Parkinson's sickness • arbitrary woods • backing vector machine • bosom malignancy • cardiovascular breakdown • collector working trademark • counterfeit neural • discourse acknowledgement OR discourse acknowledgment • help vector machine • hereditary calculation • periphery ...","Cabanac","Guillaume Cabanac, Elisabeth M Bik, Kim Eggleton"
"suspect, tortured","2021","chapter","Elsevier","Intelligent IoT Systems in Personalized Health Care","Chapter Six A study on security privacy issues and solutions in internet of medical things—A review","0","0","28","brilliant AND keen AND savvy AND shrewd • computerized reasoning • convolutional neural system • fluffy rationale • hereditary algorithm • hereditary calculation • keen home • man-made consciousness • maturing populace","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Taylor & Francis","Handbook of Research for Big Data","An Approach for Controlling Disaster Management by Machine Learning Technique","0","0","28","arbitrary timberland • calculated relapse • creating nations • discourse acknowledgement OR discourse acknowledgment • facial acknowledgement OR facial acknowledgment • monetary misfortunes","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Springer Nature","Artificial Intelligence and IoT","Internet of Things (IoT)-Based Renewable Energy and Sustainable Power Sources","0","0","28","brilliant metering • brilliant AND keen AND savvy AND shrewd • keen metering • man-made brainpower • molecule swarm • savvy metering • shrewd city • shrewd metering • vitality bills • vitality productivity • vitality utilization","Cabanac","N. H. Wise"
"suspect, tortured","2020","article","De Gruyter","Chemical Product and Process Modeling","Optimal tuning of PID controller in time delay system: a review on various optimization techniques","5","0","28","as pursues • hereditary calculation • programming bundle • squared mistake • wellness esteem","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","article","Springer Nature","Soft Computing","An efficient e-learning recommendation system for user preferences using hybrid optimization algorithm","2","0","27","as pursues • concealed layer • disarray lattice • enhancement calculation AND optimiz* • fake neural • fluffy rationale • perplexity lattice • proposal motor • shrouded layer • symphonious mean • yield layer AND neural","Cabanac","N. H. Wise"
"suspect, tortured","2021","chapter","Wiley","Human Communication Technology","Multidimensional Survey of Machine Learning Application in IoT (Internet of Things)","0","0","27","DDoS assault • arbitrary woods • back likelihood • bolster vector machine • brilliant AND keen AND savvy AND shrewd • colossal information • counterfeit neural • fake neural • keen city • relapse tree • shrewd gadget • square blunder • vitality utilization","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","article","Elsevier","International Journal of Intelligent Networks","Autonomous Intelligent Vehicles (AIV): Research statements, open issues, challenges and road for future","7","3","26","brilliant AND keen AND savvy AND shrewd • computerized reasoning • cross-breed calculation • individuals bite the dust • individuals kick the bucket • man-made brainpower • man-made consciousness • self-ruling driving • shrewd gadget","Cabanac","Schizomeris Leibleinii"
"suspect, tortured","2020","article","MDPI","Applied Sciences","SDN-based VANETs, Security Attacks, Applications, and Challenges","24","0","26","arbitrary backwoods • brilliant AND keen AND savvy AND shrewd • directing convention • haze figuring • malevolent hub • malignant hub • man in the center • middle of the road hub • misfortune rate • steering convention","Magazinov","Alexander Magazinov"
"suspect, tortured","2019","preprint","Elsevier","SSRN Electronic Journal","The Productive Efficiency of Banks in Developing Country With Special Reference to Banks & Financial Institution","7","0","26","as pursues • calculated relapse • creating nations • immature nations","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Wiley","Machine Learning Approaches for Convergence of IoT and Blockchain","Application of Machine Learning and IoT for Smart Cities","0","0","25","blunder rate • bolster vector machine • counterfeit neural • haze figuring • keen city • man-made brainpower • shrouded layer • vitality utilization","Cabanac","Guillaume Cabanac"
